ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card
270038,4069,Justin Hammel,M,72,75,70,70,77,23,70,23,24,5,7,53,5,6,15,16,33,11,37,45,12,7,30,44,56,19,28,12,11,16,14,13,55,25,62,29,GK,2,1,Right,"185cm / 6'1""",84kg / 185lb,,24,Switzerland,Brack Super League,GC Zürich,"['Footwork', 'Long Ball Pass', 'Rush Out']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justin-hammel/270038,75.0,70.0,70.0,70.0,77.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270038_en.webp
190569,4072,Stefan Frei,M,72,71,68,67,74,30,74,30,30,12,17,50,12,14,20,15,59,15,32,32,10,18,38,58,63,26,50,15,12,12,20,12,59,25,67,40,GK,2,1,Right,"191cm / 6'3""",88kg / 194lb,,39,United States,MLS,Sounders FC,"['Far Throw', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefan-frei/190569,71.0,68.0,67.0,74.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/190569_en.webp
234054,4093,Carlos Cáceda,M,72,71,72,68,71,30,70,33,26,5,8,51,9,8,18,10,25,12,23,21,11,11,31,48,71,17,59,6,12,17,12,11,56,32,56,29,GK,2,1,Right,"185cm / 6'1""",78kg / 172lb,,34,Peru,Sudamericana,FBC Melgar,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carlos-caceda/234054,71.0,72.0,68.0,70.0,71.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234054_en.webp
236241,4095,Guillermo Viscarra,M,72,71,70,72,71,25,73,21,31,10,5,54,6,9,17,11,50,13,24,21,13,8,33,27,68,14,41,11,10,18,12,10,48,35,51,21,GK,3,1,Right,"190cm / 6'3""",80kg / 176lb,,32,Bolivia,Libertadores,Alianza Lima,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/guillermo-viscarra/236241,71.0,70.0,72.0,73.0,71.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236241_en.webp
266382,4113,Roman Celentano,M,72,72,70,71,73,21,74,22,20,4,7,53,7,5,18,14,22,10,40,42,12,13,25,22,64,15,35,12,14,7,14,14,60,24,72,22,GK,2,1,Right,"192cm / 6'4""",80kg / 176lb,,25,United States,MLS,FC Cincinnati,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/roman-celentano/266382,72.0,70.0,71.0,74.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266382_en.webp
243759,4123,Ignacio Arce,M,72,70,73,68,71,25,72,23,29,7,5,51,8,8,15,14,37,12,25,25,10,6,33,49,68,11,36,11,12,10,12,14,47,37,47,28,GK,3,1,Right,"180cm / 5'11""",71kg / 157lb,,33,Argentina,LPF,Dep. Riestra,['Long Ball Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ignacio-arce/243759,70.0,73.0,68.0,72.0,71.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243759_en.webp
251292,4124,Florian Kastenmeier,M,72,73,65,71,75,26,69,26,25,8,6,53,9,5,12,10,56,14,15,19,14,12,21,28,71,18,32,20,14,12,10,13,59,25,68,16,GK,3,1,Right,"192cm / 6'4""",85kg / 187lb,,28,Germany,Bundesliga 2,Düsseldorf,"['Deflector', 'Far Throw', 'Footwork', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/florian-kastenmeier/251292,73.0,65.0,71.0,69.0,75.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251292_en.webp
244218,4133,Jari De Busser,M,72,74,69,65,75,24,71,23,25,4,8,49,7,8,18,18,35,13,28,25,13,11,22,26,68,14,21,8,15,8,14,10,44,28,42,15,GK,4,1,Right,"190cm / 6'3""",78kg / 172lb,,26,Belgium,Eredivisie,Go Ahead Eagles,['Far Reach'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jari-de-busser/244218,74.0,69.0,65.0,71.0,75.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244218_en.webp
235375,4140,Aldair Quintana,M,72,73,72,67,73,22,70,22,23,6,9,50,8,8,13,10,34,14,17,23,13,9,22,23,68,17,39,9,14,30,11,13,58,23,70,20,GK,2,1,Left,"195cm / 6'5""",92kg / 203lb,,31,Colombia,Libertadores,Bucaramanga,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aldair-quintana/235375,73.0,72.0,67.0,70.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235375_en.webp
244676,4142,Jasper Schendelaar,M,72,73,69,66,75,25,69,21,32,7,10,50,14,6,26,10,63,14,43,49,14,12,26,45,68,27,51,10,13,8,12,11,57,17,50,28,GK,3,1,Right,"187cm / 6'2""",87kg / 192lb,,25,Holland,Eredivisie,PEC Zwolle,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jasper-schendelaar/244676,73.0,69.0,66.0,69.0,75.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244676_en.webp
231596,4161,José Contreras,M,72,71,70,70,74,19,71,15,25,8,8,53,8,16,14,13,53,10,23,18,13,7,36,37,65,14,50,7,11,9,13,12,52,23,61,22,GK,2,1,Right,"186cm / 6'1""",83kg / 183lb,,31,Venezuela,Libertadores,Barcelona SC,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jose-contreras/231596,71.0,70.0,70.0,71.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231596_en.webp
220624,4414,Lucas Acosta,M,71,71,70,69,72,60,70,61,59,17,17,52,13,16,25,12,29,19,25,22,18,14,59,59,69,15,34,28,19,16,21,21,77,40,76,20,GK,3,1,Right,"187cm / 6'2""",82kg / 181lb,,30,Argentina,LPF,Sarmiento,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-acosta/220624,71.0,70.0,69.0,70.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220624_en.webp
210715,4454,Andreas Hansen,M,71,70,71,77,72,47,71,47,48,14,11,58,17,17,24,18,64,20,53,38,18,17,48,62,61,41,42,23,14,17,16,18,64,36,64,18,GK,3,1,Right,"186cm / 6'1""",73kg / 161lb,,30,Denmark,3F Superliga,FC Nordsjælland,"['Cross Claimer', 'Far Throw', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andreas-hansen/210715,70.0,71.0,77.0,71.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210715_en.webp
191628,4507,Leandro Chichizola,M,71,70,69,69,71,51,74,49,54,14,16,52,17,14,25,11,45,14,30,29,15,17,64,44,67,13,57,16,17,15,15,13,59,31,52,15,GK,3,1,Right,"185cm / 6'1""",80kg / 176lb,,35,Argentina,Serie BKT,Modena,"['Cross Claimer', 'Far Throw']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leandro-chichizola/191628,70.0,69.0,69.0,74.0,71.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/191628_en.webp
263851,4513,Alex Paulsen,M,71,72,66,73,74,55,64,55,54,18,19,55,16,16,24,25,56,23,41,45,31,26,59,56,78,43,60,14,20,13,18,16,62,45,52,21,GK,4,1,Right,"183cm / 6'0""",82kg / 181lb,,23,New Zealand,PKO BP Ekstraklasa,Lechia Gdańsk,['Long Ball Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-paulsen/263851,72.0,66.0,73.0,64.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263851_en.webp
237704,4520,João Virgínia,M,71,73,72,66,73,52,67,54,50,10,8,50,9,9,12,14,41,13,32,29,11,9,30,33,60,15,46,10,10,12,10,11,62,16,57,29,GK,3,1,Left,"192cm / 6'4""",84kg / 185lb,,26,Portugal,Liga Portugal,Sporting CP,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-virginia/237704,73.0,72.0,66.0,67.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237704_en.webp
193272,4554,Samuel Şahin-Radlinger,M,71,70,72,65,72,51,70,52,50,13,15,49,12,8,16,12,45,16,24,25,19,10,36,42,68,23,51,12,12,13,13,20,62,28,59,16,GK,2,1,Right,"198cm / 6'6""",86kg / 190lb,,33,Austria,Ö. Bundesliga,FK Austria Wien,"['Far Throw', 'Footwork', 'Rush Out']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-sahin-radlinger/193272,70.0,72.0,65.0,70.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/193272_en.webp
213413,4584,Lawrence Vigouroux,M,71,72,69,69,72,47,69,48,45,6,17,52,11,19,22,20,52,17,44,47,17,25,56,44,65,30,55,14,12,15,18,11,63,36,63,24,GK,2,1,Left,"194cm / 6'4""",77kg / 170lb,,32,Chile,EFL Championship,Swansea City,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lawrence-vigouroux/213413,72.0,69.0,69.0,69.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/213413_en.webp
217805,4585,Alexis Martín Arias,M,71,70,69,70,72,48,69,50,46,19,19,53,15,12,23,20,28,14,34,27,17,30,46,59,68,37,35,27,14,20,18,16,65,37,65,28,GK,3,1,Right,"185cm / 6'1""",79kg / 174lb,,33,Argentina,Libertadores,Cerro Porteño,"['Cross Claimer', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexis-martin-arias/217805,70.0,69.0,70.0,69.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/217805_en.webp
215132,4596,Sebastián Moyano,M,71,73,65,61,74,51,73,53,47,14,20,46,17,16,22,18,33,19,34,37,27,23,57,52,67,30,44,27,12,26,13,23,66,38,66,38,GK,2,1,Right,"188cm / 6'2""",78kg / 172lb,,35,Argentina,LPF,Aldosivi,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastian-moyano/215132,73.0,65.0,61.0,73.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215132_en.webp
236758,4599,Oliver Christensen,M,71,72,69,69,74,44,69,45,43,6,5,52,6,5,10,10,62,11,47,44,16,16,33,34,63,19,45,13,9,14,15,13,62,42,64,32,GK,2,1,Right,"190cm / 6'3""",82kg / 181lb,,26,Denmark,Ö. Bundesliga,SK Sturm Graz,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oliver-christensen/236758,72.0,69.0,69.0,69.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236758_en.webp
254714,4608,Juan Espínola,M,71,74,71,70,70,40,71,42,36,7,10,53,9,8,25,15,50,23,31,38,29,22,32,62,62,26,40,20,24,21,16,14,66,33,68,35,GK,2,1,Right,"185cm / 6'1""",89kg / 196lb,,31,Paraguay,LPF,Newell's,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-espinola/254714,74.0,71.0,70.0,71.0,70.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254714_en.webp
198350,4616,Daniel Bentley,M,71,71,67,69,72,46,70,48,43,12,11,52,13,13,22,18,50,12,43,26,12,17,51,41,69,30,55,22,11,30,11,13,64,31,67,24,GK,3,1,Right,"188cm / 6'2""",73kg / 161lb,,32,England,Premier League,Wolves,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-bentley/198350,71.0,67.0,69.0,70.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/198350_en.webp
239898,4624,Nicolas Schmid,M,71,70,70,69,72,44,70,43,45,5,10,52,15,11,15,14,50,12,45,50,13,14,22,29,67,25,35,9,21,16,21,17,65,22,67,25,GK,4,1,Right,"195cm / 6'5""",81kg / 179lb,,28,Austria,EFL Championship,Portsmouth,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-schmid/239898,70.0,70.0,69.0,70.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239898_en.webp
212735,4639,Enzo Basilio,M,71,69,67,68,74,46,70,44,49,18,13,51,19,9,20,13,23,18,34,25,14,17,30,65,67,28,22,21,17,10,14,12,61,26,58,21,GK,3,1,Right,"187cm / 6'2""",75kg / 165lb,,31,France,Ligue 2 BKT,AS Nancy Lorraine,"['Footwork', 'Rush Out']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enzo-basilio/212735,69.0,67.0,68.0,70.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212735_en.webp
204234,4652,Edgar Badia,M,71,69,69,70,70,44,71,45,43,9,12,53,12,16,30,14,45,13,30,32,19,14,58,41,74,18,56,22,20,26,12,15,61,35,55,42,GK,3,1,Right,"180cm / 5'11""",70kg / 154lb,,33,Spain,LALIGA HYPERMOTION,Cultural Leonesa,"['Far Throw', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/edgar-badia/204234,69.0,69.0,70.0,71.0,70.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/204234_en.webp
251136,4657,Horațiu Moldovan,M,71,71,69,66,73,43,71,45,40,15,17,50,16,14,17,11,55,13,25,28,15,17,55,49,68,15,42,15,12,18,14,13,59,37,55,31,GK,2,1,Right,"189cm / 6'2""",72kg / 159lb,,27,Romania,LALIGA EA SPORTS,R. Oviedo,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/horatiu-moldovan/251136,71.0,69.0,66.0,71.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251136_en.webp
204842,4669,Yanick Brecher,M,71,70,70,67,72,40,72,38,42,18,13,50,18,18,24,19,65,17,37,52,18,16,37,44,68,24,56,21,13,24,20,20,62,24,67,26,GK,3,1,Right,"196cm / 6'5""",88kg / 194lb,,32,Switzerland,Brack Super League,FC Zürich,"['Far Throw', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yanick-brecher/204842,70.0,70.0,67.0,72.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/204842_en.webp
231664,4672,James Aguirre,M,71,72,68,69,75,37,70,38,35,6,9,52,7,19,31,9,35,8,24,25,30,21,40,47,64,20,43,20,9,23,21,20,46,33,42,31,GK,2,1,Right,"180cm / 5'11""",70kg / 154lb,,33,Colombia,Sudamericana,Once Caldas,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-aguirre/231664,72.0,68.0,69.0,70.0,75.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231664_en.webp
269694,4678,Radek Vitek,M,71,70,68,65,73,46,69,45,48,7,8,49,8,11,19,12,42,12,35,37,14,10,28,36,69,25,48,13,18,14,12,17,65,30,65,37,GK,3,1,Right,"198cm / 6'6""",90kg / 198lb,,22,Czech Republic,EFL Championship,Bristol City,"['Cross Claimer', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/radek-vitek/269694,70.0,68.0,65.0,69.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269694_en.webp
216750,4683,Patrik Carlgren,M,71,72,65,72,73,42,66,42,42,16,16,54,17,17,21,18,66,18,47,44,22,19,52,52,73,35,58,20,15,22,14,14,62,34,64,29,GK,3,1,Right,"188cm / 6'2""",84kg / 185lb,,33,Sweden,Ligue 1 McDonald's,FC Nantes,"['Far Throw', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrik-carlgren/216750,72.0,65.0,72.0,66.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/216750_en.webp
172553,4701,Jonas Lössl,M,71,71,73,68,70,35,72,36,33,10,11,51,14,10,11,13,60,12,33,46,13,14,32,30,63,19,61,20,16,20,13,14,62,40,69,17,GK,2,1,Right,"195cm / 6'5""",89kg / 196lb,,36,Denmark,3F Superliga,FC Midtjylland,"['Cross Claimer', 'Far Throw', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-lossl/172553,71.0,73.0,68.0,72.0,70.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/172553_en.webp
210832,4702,Mattijs Branderhorst,M,71,72,69,66,72,40,70,40,39,4,15,50,19,18,23,17,40,15,28,29,13,17,37,41,69,27,55,10,12,11,15,13,61,31,65,21,GK,3,1,Right,"192cm / 6'4""",87kg / 192lb,,31,Holland,Eredivisie,Fortuna Sittard,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattijs-branderhorst/210832,72.0,69.0,66.0,70.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210832_en.webp
222514,4704,Freddie Woodman,M,71,72,69,62,71,47,68,45,50,12,16,47,14,16,20,14,45,13,40,38,15,17,47,39,70,23,54,26,20,10,21,20,56,34,46,34,GK,2,1,Right,"188cm / 6'2""",83kg / 183lb,,28,England,Premier League,Liverpool,"['Footwork', 'Long Ball Pass', 'Rush Out']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/freddie-woodman/222514,72.0,69.0,62.0,68.0,71.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222514_en.webp
229444,4707,Fernando De Paul,M,71,72,66,66,74,40,71,37,44,14,15,50,12,13,21,11,64,12,39,25,19,18,33,65,70,35,66,24,12,18,12,14,60,36,65,15,GK,3,1,Right,"183cm / 6'0""",83kg / 183lb,,34,Chile,Libertadores,Colo-Colo,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fernando-de-paul/229444,72.0,66.0,66.0,71.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229444_en.webp
253271,4724,Thiago Cardozo,M,71,70,66,67,73,42,70,41,43,16,14,50,14,16,25,12,27,20,32,30,19,23,42,40,70,30,39,22,23,15,24,25,64,36,61,35,GK,2,1,Right,"182cm / 6'0""",83kg / 183lb,,29,Uruguay,LPF,Belgrano,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thiago-cardozo/253271,70.0,66.0,67.0,70.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253271_en.webp
270054,4726,Patrick Gilmar Sequeira,M,71,76,72,69,69,35,67,38,30,5,6,52,5,9,19,23,49,12,30,28,12,5,47,50,65,11,42,17,11,12,13,10,59,25,60,27,GK,3,1,Right,"190cm / 6'3""",84kg / 185lb,,26,Costa Rica,Liga Portugal,Casa Pia AC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-gilmar-sequeira/270054,76.0,72.0,69.0,67.0,69.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270054_en.webp
157970,4731,Ricardo Batista,M,71,71,70,68,69,38,71,39,37,17,12,51,15,14,26,17,16,19,36,34,15,16,46,39,68,21,41,22,10,17,9,19,62,24,70,45,GK,3,1,Left,"193cm / 6'4""",86kg / 190lb,,39,Angola,Liga Portugal,Casa Pia AC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ricardo-batista/157970,71.0,70.0,68.0,71.0,69.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/157970_en.webp
272958,4743,Rome-Jayden Owusu-Oduro,M,71,70,67,67,73,40,70,40,39,5,6,50,9,6,17,13,33,11,32,36,10,10,39,31,68,10,35,11,12,5,13,11,60,35,60,16,GK,3,1,Right,"188cm / 6'2""",82kg / 181lb,,21,Holland,Eredivisie,AZ,"['Cross Claimer', 'Far Reach']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rome-jayden-owusu-oduro/272958,70.0,67.0,67.0,70.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272958_en.webp
240311,4749,Luca Zidane,M,71,72,70,66,70,37,71,29,50,5,8,50,5,6,19,12,52,11,40,20,14,12,40,49,65,22,33,14,12,13,11,13,51,38,50,16,GK,3,1,Right,"183cm / 6'0""",78kg / 172lb,,27,France,LALIGA HYPERMOTION,Granada CF,"['Far Throw', 'Footwork', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-zidane/240311,72.0,70.0,66.0,71.0,70.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240311_en.webp
223603,4764,Fabian Bredlow,M,71,71,67,66,74,39,68,41,36,14,5,50,7,5,30,8,38,14,17,20,13,14,50,39,68,23,45,14,11,15,12,10,60,20,62,18,GK,4,1,Left,"190cm / 6'3""",87kg / 192lb,,30,Germany,Bundesliga,VfB Stuttgart,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fabian-bredlow/223603,71.0,67.0,66.0,68.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223603_en.webp
254099,4776,Carlos Marín,M,71,74,70,66,74,29,71,26,33,8,8,50,6,9,15,11,41,14,28,24,13,15,25,37,52,16,28,15,15,12,12,16,52,26,54,22,GK,3,1,Right,"187cm / 6'2""",79kg / 174lb,,28,Spain,LALIGA HYPERMOTION,Córdoba CF,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carlos-marin/254099,74.0,70.0,66.0,71.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254099_en.webp
258311,4778,Kacper Trelowski,M,71,73,67,68,71,34,71,35,33,6,6,51,7,8,10,12,46,10,22,29,13,11,33,24,63,16,41,16,13,6,13,11,56,19,56,23,GK,2,1,Right,"190cm / 6'3""",77kg / 170lb,,22,Poland,PKO BP Ekstraklasa,Raków,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kacper-trelowski/258311,73.0,67.0,68.0,71.0,71.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258311_en.webp
266389,4779,Patrick Schulte,M,71,69,67,77,72,28,71,28,29,5,5,58,6,6,16,14,45,14,51,48,12,10,29,27,69,40,39,6,13,5,11,10,49,19,63,22,GK,3,1,Left,"193cm / 6'4""",79kg / 174lb,,24,United States,MLS,Columbus Crew,"['Deflector', 'Far Throw']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-schulte/266389,69.0,67.0,77.0,71.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266389_en.webp
271918,4780,Robin Risser,M,71,71,72,64,71,39,67,36,44,9,8,48,7,6,11,12,36,10,34,31,18,13,31,25,67,15,38,15,9,13,13,10,62,36,71,32,GK,3,1,Right,"193cm / 6'4""",82kg / 181lb,,20,France,Ligue 1 McDonald's,RC Lens,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robin-risser/271918,71.0,72.0,64.0,67.0,71.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271918_en.webp
164484,4784,Johan Dahlin,M,71,67,71,65,65,38,77,41,34,13,10,49,19,13,13,9,45,13,24,32,14,11,38,35,68,24,65,22,12,22,11,10,68,39,77,44,GK,3,1,Right,"192cm / 6'4""",94kg / 207lb,,39,Sweden,Allsvenskan,Malmö FF,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/johan-dahlin/164484,67.0,71.0,65.0,77.0,65.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/164484_en.webp
247022,4792,Jacob Widell Zetterström,M,71,75,70,59,74,38,67,36,40,6,17,44,9,8,12,13,40,14,31,30,20,17,35,36,66,23,46,13,13,6,13,11,59,36,60,28,GK,3,1,Right,"197cm / 6'6""",82kg / 181lb,,27,Sweden,EFL Championship,Derby County,"['Cross Claimer', 'Far Throw', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jacob-widell-zetterstrom/247022,75.0,70.0,59.0,67.0,74.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247022_en.webp
256938,4796,Niklas Hedl,M,71,73,70,69,73,29,69,28,30,5,5,52,6,7,15,12,51,10,24,45,12,7,36,42,60,17,27,12,13,8,12,13,58,25,64,17,GK,2,1,Right,"188cm / 6'2""",78kg / 172lb,,24,Austria,Ö. Bundesliga,SK Rapid,"['Far Reach', 'Footwork', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niklas-hedl/256938,73.0,70.0,69.0,69.0,73.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256938_en.webp
235931,4804,Muhammed Şengezer,M,71,71,68,66,72,35,70,34,36,9,9,50,6,8,19,11,32,12,35,30,12,10,42,32,66,21,39,12,13,10,13,10,56,22,58,19,GK,2,1,Right,"192cm / 6'4""",80kg / 176lb,,28,Turkey,Trendyol Süper Lig,Başakşehir,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/muhammed-sengezer/235931,71.0,68.0,66.0,70.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235931_en.webp
237576,4806,Nelson Insfrán,M,71,72,67,67,71,32,73,33,30,8,8,50,5,9,19,12,33,14,28,39,12,14,52,52,69,20,46,8,13,20,14,13,65,23,76,21,GK,2,1,Right,"179cm / 5'10""",83kg / 183lb,,30,Argentina,LPF,Gimnasia,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nelson-insfran/237576,72.0,67.0,67.0,73.0,71.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237576_en.webp
247077,4810,Amir Saipi,M,71,71,69,68,72,30,72,31,29,8,10,51,11,12,17,14,68,11,33,51,14,17,26,24,62,23,31,10,17,24,13,12,58,24,60,25,GK,2,1,Right,"194cm / 6'4""",84kg / 185lb,,25,Kosovo,Brack Super League,FC Lugano,"['Deflector', 'Far Throw', 'Footwork', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amir-saipi/247077,71.0,69.0,68.0,72.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247077_en.webp
210772,4823,Patrick Drewes,M,71,73,70,67,70,30,71,30,29,13,14,50,12,15,26,15,39,14,25,28,18,12,31,48,68,18,47,21,15,16,15,16,65,41,77,35,GK,2,1,Right,"194cm / 6'4""",90kg / 198lb,,32,Germany,Bundesliga,Borussia Dortmund,"['Far Throw', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-drewes/210772,73.0,70.0,67.0,71.0,70.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210772_en.webp
223898,4850,Paul Bernardoni,M,71,72,69,68,70,29,71,31,27,15,13,51,16,17,19,12,24,18,28,24,15,16,21,34,67,25,55,25,21,16,12,18,68,36,78,29,GK,2,1,Left,"193cm / 6'4""",92kg / 203lb,,28,France,Ligue 2 BKT,Amiens SC,"['Cross Claimer', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paul-bernardoni/223898,72.0,69.0,68.0,71.0,70.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223898_en.webp
244274,4853,Adrian Šemper,M,71,72,68,66,72,31,70,30,32,9,15,50,13,9,15,14,65,13,34,31,12,12,31,22,68,29,25,11,12,13,14,17,51,21,51,28,GK,2,1,Right,"194cm / 6'4""",89kg / 196lb,,27,Croatia,Serie A Enilive,Pisa,['Far Throw'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adrian-semper/244274,72.0,68.0,66.0,70.0,72.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244274_en.webp
